"","country","county","murders"
"857","us","Lafayette County, FL",1
"858","us","Riverside County, CA",76
"859","us","Sheridan County, NE",0
"860","us","Clearfield County, PA",0
"861","us","Jackson County, TN",0
"862","us","Washington County, MS",11
"863","us","Adams County, IL",0
"864","us","Iron County, UT",1
"865","us","Stark County, OH",13
"866","us","St. Louis County, MO",38
"867","us","Cass County, TX",2
"868","us","Broome County, NY",7
"869","us","Jefferson County, TN",3
"870","us","Hertford County, NC",4
"871","us","Tyler County, TX",1
"872","us","Tippecanoe County, IN",1
"873","us","Bay County, MI",1
"874","us","Kauai County, HI",0
"875","us","Richland Parish, LA",0
"876","us","Knox County, IL",2
"877","us","Jack County, TX",0
"878","us","Carroll County, GA",3
"879","us","Midland County, TX",5
"880","us","Greene County, GA",1
"881","us","Carbon County, UT",9
"882","us","Walton County, GA",21
"883","us","Polk County, TN",4
"884","us","Madison County, AR",0
"885","us","Sullivan County, PA",0
"886","us","Banks County, GA",0
"887","us","Maverick County, TX",3
"888","us","Clark County, OH",5
"889","us","Arapahoe County, CO",22
"890","us","Scott County, KS",0
"891","us","Mitchell County, KS",0
"892","us","Jackson County, MS",5
"893","us","Lyon County, NV",1
"894","us","Buena Vista County, IA",0
"895","us","Wakulla County, FL",0
"896","us","Ochiltree County, TX",0
"897","us","Wayne County, IN",7
"898","us","Cass County, ND",1
"899","us","Mineral County, WV",0
"900","us","Boone County, IA",1
"901","us","Kootenai County, ID",1
"902","us","Hernando County, FL",2
"903","us","Marion County, IL",0
"904","us","Macon County, TN",0
"905","us","Sumner County, TN",2
"906","us","Lawrence County, AL",0
"907","us","Overton County, TN",1
"908","us","Washtenaw County, MI",6
"909","us","Mille Lacs County, MN",0
"910","us","Lake County, OR",0
"911","us","Colorado County, TX",4
"912","us","Grant County, WA",5
"913","us","Carteret County, NC",4
"914","us","Dooly County, GA",0
"915","us","Scott County, MS",1
"916","us","Surry County, NC",7
"917","us","Davison County, SD",0
"918","us","Lewis and Clark County, MT",3
"919","us","Perry County, TN",0
"920","us","Glades County, FL",0
"921","us","Jasper County, IL",0
"922","us","Fairfield County, CT",33
"923","us","Claiborne County, MS",2
"924","us","Missoula County, MT",0
"925","us","Union Parish, LA",0
"926","us","Mitchell County, GA",0
"927","us","Macomb County, MI",4
"928","us","Terry County, TX",0
"929","us","Carbon County, MT",0
"930","us","Camp County, TX",0
"931","us","Perry County, AR",0
"932","us","Lake County, MI",0
"933","us","Deer Lodge County, MT",1
"934","us","Custer County, OK",1
"935","us","Franklin County, TN",4
"936","us","Grant County, KS",0
"937","us","Humboldt County, CA",2
"938","us","Jasper County, SC",9
"939","us","Polk County, AR",1
"940","us","Eureka County, NV",0
"941","us","Clark County, WI",0
"942","us","Orange County, NY",9
"943","us","Iredell County, NC",1
"944","us","Jerome County, ID",0
"945","us","Mills County, IA",0
"946","us","Jefferson County, MS",0
"947","us","Upshur County, TX",1
"948","us","Yellowstone County, MT",3
"949","us","Blaine County, MT",0
"950","us","Crawford County, MI",0
"951","us","Miller County, GA",0
"952","us","Kit Carson County, CO",0
"953","us","Greene County, IL",0
"954","us","Allen County, IN",24
"955","us","Richland County, MT",0
"956","us","Warren County, MO",0
"957","us","Hancock County, TN",0
"958","us","Elmore County, AL",4
"959","us","Chippewa County, MI",1
"960","us","Donley County, TX",0
"961","us","Washington County, IL",0
"962","us","Martinsville city, VA",1
"963","us","Northampton County, NC",1
"964","us","Lamb County, TX",1
"965","us","Barber County, KS",0
"966","us","Levy County, FL",0
"967","us","Toombs County, GA",3
"968","us","Van Buren County, MI",0
"969","us","Humboldt County, NV",2
"970","us","Pettis County, MO",0
"971","us","Mingo County, WV",3
"972","us","St. Johns County, FL",8
"973","us","Luzerne County, PA",17
"974","us","Barry County, MO",0
"975","us","Broadwater County, MT",0
"976","us","Greene County, AR",2
"977","us","Washington County, FL",0
"978","us","Marion County, AL",1
"979","us","Yazoo County, MS",1
"980","us","Scott County, IN",2
"981","us","Jasper County, GA",0
"982","us","Harford County, MD",3
"983","us","Glenn County, CA",0
"984","us","Rensselaer County, NY",9
"985","us","Warren County, IA",0
"986","us","Crook County, OR",0
"987","us","Imperial County, CA",3
"988","us","Hall County, NE",0
"989","us","Butts County, GA",0
"990","us","Brown County, WI",8
"991","us","Grand County, UT",0
"992","us","Houston County, TN",0
"993","us","Catron County, NM",0
"994","us","Mayes County, OK",2
"995","us","Pocahontas County, WV",0
"996","us","Luce County, MI",0
"997","us","Benewah County, ID",0
"998","us","Mason County, MI",2
"999","us","Hardee County, FL",1
"1000","us","Jackson County, OK",1
"1001","us","Bethel Census Area, AK",1
"1002","us","Burleigh County, ND",1
"1003","us","Franklin County, KS",0
"1004","us","Douglas County, GA",1
"1005","us","Bradley County, AR",1
"1006","us","Washington County, OK",2
"1007","us","Montour County, PA",0
"1008","us","Weld County, CO",6
"1009","us","Rockingham County, NC",7
"1010","us","Yell County, AR",1
"1011","us","Tom Green County, TX",5
"1012","us","Coles County, IL",2
"1013","us","Meriwether County, GA",0
"1014","us","Decatur County, KS",0
"1015","us","Garfield County, OK",2
"1016","us","Twin Falls County, ID",4
"1017","us","Choctaw County, OK",0
"1018","us","Josephine County, OR",1
"1019","us","Person County, NC",0
"1020","us","Clallam County, WA",5
"1021","us","Malheur County, OR",0
"1022","us","Goshen County, WY",0
"1023","us","Yolo County, CA",0
"1024","us","Taylor County, GA",0
"1025","us","Cherokee County, KS",2
"1026","us","Warren County, PA",1
"1027","us","Highlands County, FL",3
"1028","us","Telfair County, GA",0
"1029","us","Monongalia County, WV",3
"1030","us","Hill County, TX",1
"1031","us","Fayette County, WV",5
"1032","us","Flathead County, MT",1
"1033","us","Marshall County, OK",2
"1034","us","Kitsap County, WA",5
"1035","us","St. Francois County, MO",1
"1036","us","Preston County, WV",1
"1037","us","Woodward County, OK",0
"1038","us","McKenzie County, ND",1
"1039","us","Randolph County, AL",0
"1040","us","Comal County, TX",3
"1041","us","Conway County, AR",0
"1042","us","Otero County, NM",0
"1043","us","White County, IL",2
"1044","us","Galveston County, TX",7
"1045","us","Mason County, WA",6
"1046","us","Caswell County, NC",2
"1047","us","Benton County, AR",3
"1048","us","Essex County, VA",0
"1049","us","Howard County, IN",4
"1050","us","Salem County, NJ",1
"1051","us","Osage County, OK",1
"1052","us","Ottawa County, OK",0
"1053","us","Cape May County, NJ",2
"1054","us","Clear Creek County, CO",0
"1055","us","Marshall County, MS",1
"1056","us","Phelps County, MO",1
"1057","us","Dare County, NC",2
"1058","us","Wayne County, WV",2
"1059","us","Santa Clara County, CA",55
"1060","us","Warrick County, IN",0
"1061","us","Monroe County, MI",5
"1062","us","Wright County, MO",1
"1063","us","Cobb County, GA",15
"1064","us","Whitfield County, GA",3
"1065","us","Carbon County, PA",3
"1066","us","Haywood County, NC",1
"1067","us","St. Clair County, MO",0
"1068","us","Chambers County, TX",0
"1069","us","Worth County, GA",2
"1070","us","Lauderdale County, AL",3
"1071","us","Delta County, MI",0
"1072","us","Linn County, KS",0
"1073","us","Martin County, FL",4
"1074","us","Warren County, NC",2
"1075","us","Barbour County, WV",0
"1076","us","Hartley County, TX",0
"1077","us","Delaware County, IN",1
"1078","us","Sequoyah County, OK",0
"1079","us","Lumpkin County, GA",0
"1080","us","Callaway County, MO",1
"1081","us","Starr County, TX",2
"1082","us","Butte County, SD",0
"1083","us","Madison County, IN",3
"1084","us","Le Flore County, OK",1
"1085","us","Harrison County, WV",1
"1086","us","Page County, IA",0
"1087","us","Bennett County, SD",0
"1088","us","Sandoval County, NM",4
"1089","us","Wexford County, MI",0
"1090","us","Shoshone County, ID",2
"1091","us","Wayne County, TN",1
"1092","us","Garvin County, OK",0
"1093","us","Polk County, MN",1
"1094","us","Lehigh County, PA",21
"1095","us","Monroe County, IN",4
"1096","us","Chase County, KS",0
"1097","us","St. Clair County, MI",3
"1098","us","Cherry County, NE",0
"1099","us","Christian County, KY",6
"1100","us","Cameron County, TX",13
"1101","us","DeKalb County, IL",1
"1102","us","Washington County, MD",3
"1103","us","Covington County, AL",1
"1104","us","Clinton County, IN",0
"1105","us","Silver Bow County, MT",0
"1106","us","Oneida County, NY",2
"1107","us","Union County, FL",1
"1108","us","Macon County, MO",0
"1109","us","Flagler County, FL",1
"1110","us","Logan County, IL",0
"1111","us","Smith County, TN",0
"1112","us","Frederick County, MD",1
"1113","us","Maui County, HI",5
"1114","us","Candler County, GA",0
"1115","us","Kalkaska County, MI",0
"1116","us","Snyder County, PA",0
"1117","us","Morgan County, AL",2
"1118","us","Harnett County, NC",4
"1119","us","Sumner County, KS",0
"1120","us","Pope County, AR",1
"1121","us","Grayson County, TX",3
"1122","us","Blair County, PA",6
"1123","us","Fremont County, CO",0
"1124","us","Van Buren County, AR",1
"1125","us","Franklin County, WA",1
"1126","us","Lincoln County, NM",2
"1127","us","Lowndes County, MS",1
"1128","us","Johnson County, TX",5
"1129","us","Newton County, MO",3
"1130","us","Uintah County, UT",0
"1131","us","Franklin County, MS",1
"1132","us","Fergus County, MT",0
"1133","us","Westchester County, NY",20
"1134","us","Benton County, TN",0
"1135","us","Hampton city, VA",12
"1136","us","Autauga County, AL",3
"1137","us","Marion County, WV",0
"1138","us","Fentress County, TN",1
"1139","us","Clay County, SD",0
"1140","us","Heard County, GA",0
"1141","us","Chemung County, NY",4
"1142","us","Bedford County, PA",2
"1143","us","Franklin County, NC",0
"1144","us","Kanabec County, MN",0
"1145","us","Newaygo County, MI",3
"1146","us","Saline County, AR",0
"1147","us","Scott County, TN",2
"1148","us","Ogemaw County, MI",0
"1149","us","York County, PA",17
"1150","us","Roane County, TN",1
"1151","us","Park County, MT",0
"1152","us","Woodson County, KS",0
"1153","us","Chester County, TN",0
"1154","us","Racine County, WI",6
"1155","us","Carroll County, AR",1
"1156","us","Wake County, NC",21
"1157","us","Erie County, PA",11
"1158","us","Osage County, KS",0
"1159","us","Codington County, SD",0
"1160","us","Carbon County, WY",0
"1161","us","Fort Bend County, TX",8
"1162","us","Nevada County, CA",1
"1163","us","Ray County, MO",2
"1164","us","Mercer County, IL",1
"1165","us","Washington County, GA",1
"1166","us","Lee County, AL",8
"1167","us","Marshall County, WV",0
"1168","us","Stone County, AR",0
"1169","us","Park County, WY",1
"1170","us","Aransas County, TX",1
"1171","us","Adams County, MS",4
"1172","us","Bent County, CO",0
"1173","us","Crawford County, IL",0
"1174","us","Pittsburg County, OK",0
"1175","us","Screven County, GA",1
"1176","us","San Jacinto County, TX",0
"1177","us","Johnson County, GA",0
"1178","us","Clay County, NC",0
"1179","us","Marion County, MO",1
"1180","us","Cleburne County, AR",0
"1181","us","Haskell County, OK",0
"1182","us","Gila County, AZ",1
"1183","us","Wagoner County, OK",2
"1184","us","Ashley County, AR",3
"1185","us","El Dorado County, CA",3
"1186","us","Mackinac County, MI",0
"1187","us","Carson City, NV",0
"1188","us","Collier County, FL",6
"1189","us","Maries County, MO",0
"1190","us","Moore County, TX",1
"1191","us","Jackson County, IN",1
"1192","us","St. Louis County, MN",2
"1193","us","Allen County, KS",0
"1194","us","Hillsborough County, NH",2
"1195","us","Holmes County, FL",1
"1196","us","Florence County, WI",0
"1197","us","Hampshire County, MA",2
"1198","us","Franklin Parish, LA",0
"1199","us","Johnson County, IA",2
"1200","us","Berkeley County, WV",4
"1201","us","Lincoln County, SD",0
"1202","us","Blue Earth County, MN",0
"1203","us","Linn County, MO",1
"1204","us","Pike County, MS",2
"1205","us","Pottawatomie County, KS",0
"1206","us","Pawnee County, OK",1
"1207","us","Charlotte County, FL",1
"1208","us","Saguache County, CO",0
"1209","us","Haskell County, KS",0
"1210","us","Douglas County, IL",0
"1211","us","Hawkins County, TN",1
"1212","us","Beltrami County, MN",1
"1213","us","Osceola County, MI",0
"1214","us","Elmore County, ID",0
"1215","us","Esmeralda County, NV",0
"1216","us","Caldwell Parish, LA",0
"1217","us","Palo Pinto County, TX",2
"1218","us","Riley County, KS",1
"1219","us","Edwards County, IL",0
"1220","us","Freestone County, TX",1
"1221","us","Lyon County, IA",0
"1222","us","Cleveland County, NC",6
"1223","us","Hickman County, TN",0
"1224","us","Rock County, WI",3
"1225","us","Buncombe County, NC",10
"1226","us","Tooele County, UT",0
"1227","us","Carroll County, TN",0
"1228","us","Yankton County, SD",0
"1229","us","Beadle County, SD",0
"1230","us","Lawrence County, IN",2
"1231","us","Wells County, ND",0
"1232","us","Cullman County, AL",2
"1233","us","Converse County, WY",0
"1234","us","Honolulu County, HI",11
"1235","us","Siskiyou County, CA",5
"1236","us","Sullivan County, NY",1
"1237","us","Neosho County, KS",0
"1238","us","Manistee County, MI",1
"1239","us","Jackson County, NC",0
"1240","us","Laramie County, WY",2
"1241","us","Baker County, FL",0
"1242","us","Union County, NC",11
"1243","us","Cascade County, MT",1
"1244","us","Johnson County, IL",0
"1245","us","Blaine County, OK",0
"1246","us","Lane County, OR",7
"1247","us","Tazewell County, IL",3
"1248","us","Aleutians West Census Area, AK",1
"1249","us","Marion County, OR",12
"1250","us","Polk County, OR",1
"1251","us","Bannock County, ID",3
"1252","us","San Mateo County, CA",10
"1253","us","Sheridan County, KS",0
"1254","us","Trumbull County, OH",5
"1255","us","Itasca County, MN",0
"1256","us","Wilkes County, NC",2
"1257","us","Talbot County, MD",0
"1258","us","St. Mary's County, MD",0
"1259","us","Payette County, ID",0
"1260","us","Murray County, GA",1
"1261","us","Kane County, UT",0
"1262","us","Walla Walla County, WA",0
"1263","us","Van Buren County, TN",0
"1264","us","Golden Valley County, MT",0
"1265","us","Windham County, VT",0
"1266","us","Lane County, KS",1
"1267","us","Nome Census Area, AK",0
"1268","us","Colonial Heights city, VA",0
"1269","us","Henry County, IA",0
"1270","us","Loudon County, TN",0
"1271","us","Lackawanna County, PA",0
"1272","us","Jones County, TX",0
"1273","us","Johnson County, IN",1
"1274","us","Mower County, MN",0
"1275","us","Graham County, KS",0
"1276","us","Deschutes County, OR",0
"1277","us","Cooke County, TX",1
"1278","us","Lincoln County, MT",3
"1279","us","Fayette County, PA",3
"1280","us","Morgan County, IL",0
"1281","us","Garrett County, MD",1
"1282","us","Adams County, WA",0
"1283","us","Fayette County, AL",1
"1284","us","McKean County, PA",0
"1285","us","Dade County, GA",0
"1286","us","Eastland County, TX",0
"1287","us","Montezuma County, CO",1
"1288","us","Chautauqua County, NY",2
"1289","us","Vigo County, IN",6
"1290","us","Sherman County, KS",0
"1291","us","Payne County, OK",2
"1292","us","Wapello County, IA",2
"1293","us","Clark County, IL",0
"1294","us","Jefferson County, KS",0
"1295","us","Kaufman County, TX",2
"1296","us","Keweenaw County, MI",0
"1297","us","Wichita County, KS",0
"1298","us","Baldwin County, AL",8
"1299","us","Butler County, KS",0
"1300","us","Shiawassee County, MI",2
"1301","us","Livingston County, IL",1
"1302","us","Dutchess County, NY",5
"1303","us","Jones County, MS",1
"1304","us","Klamath County, OR",2
"1305","us","Grand Forks County, ND",0
"1306","us","Calaveras County, CA",0
"1307","us","Madison County, IL",12
"1308","us","Thomas County, KS",0
